VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalestoPurchaseRatio
2000,SOUTHERN WINE & SPIRITS NE,43950,Schlumberger Pinot Gris Pri,15.68,23.99,750.0,2.0,31.360000610351562,0.0,0.0,0.0,0.0,19016.589984714985,-31.360000610351562,,0.0,0.0
9552,M S WALKER INC,20257,Zerran Tinto Montsant,10.45,15.99,750.0,3.0,31.350000381469727,9.0,139.9099998474121,59.959999084472656,1.0099999904632568,55551.819732666016,108.55999946594238,77.59273789174433,3.0,4.462838856299017
9744,FREDERICK WILDMAN & SONS,11259,Jaboulet Crozes Herm 10 Thal,31.16,47.99,750.0,1.0,31.15999984741211,7.0,335.9300117492676,287.9400100708008,0.7699999958276749,3999.929975271225,304.77001190185547,90.7242583997915,7.0,10.780809158995138
5612,MILTONS DISTRIBUTING CO,17887,Trader Joe's Chard 720 Btls,2.56,3.79,750.0,12.0,30.719999313354492,12.0,45.47999954223633,3.7899999618530273,1.350000023841858,9.4599998164922,14.760000228881836,32.4538266874311,1.0,1.4804687681898945
9552,M S WALKER INC,3892,Zhenka Vodka 80 Proof,2.18,3.99,750.0,14.0,30.519999980926514,61.0,240.39000248908997,89.77000021934509,48.029999792575836,55551.819732666016,209.87000250816345,87.30396453059164,4.357142857142857,7.8764745294666385
9165,ULTRA BEVERAGE COMPANY LLP,9035,Tempus Fugit Gran Classico,30.3,39.99,750.0,1.0,30.299999237060547,1.0,39.9900016784668,39.9900016784668,0.7900000214576721,68054.7001876831,9.69000244140625,24.23106285245288,1.0,1.319802068824946
7153,PINE STATE TRADING CO,2137,Glen Moray 10 Yr Chard Cask,29.99,40.99,750.0,1.0,29.989999771118164,78.0,3074.22013092041,2806.7901191711426,61.57000172138214,15884.819953918457,3044.230131149292,99.02446804412347,78.0,102.5081745376015
8735,SURVILLE ENTERPRISES CORP,17342,Salmon & Trout Bordeaux Blnc,2.97,7.99,750.0,10.0,29.700000762939453,20.0,89.80000114440918,17.959999084472656,2.239999994635582,263.32000106573105,60.10000038146973,66.92650291264664,2.0,3.023568984431283
4692,KOBRAND CORPORATION,25064,Jadot Beaune Bressandes 13,29.52,43.99,750.0,1.0,29.520000457763672,25.0,1099.75004196167,879.8000335693359,2.749999985098839,9139.379997327924,1070.2300415039062,97.31575364115398,25.0,37.25440463780342
9815,WINE GROUP INC,22412,Harthill Farms Chard,2.46,3.79,750.0,12.0,29.520000457763672,12.0,45.47999954223633,3.7899999618530273,1.350000023841858,27100.410036087036,15.959999084472656,35.0923466251378,1.0,1.5406503671064553
9165,ULTRA BEVERAGE COMPANY LLP,2147,Meletti Amaro,14.39,17.99,750.0,2.0,28.780000686645508,2.0,35.97999954223633,17.989999771118164,1.5700000524520874,68054.7001876831,7.19999885559082,20.011114361296364,1.0,1.2501736860253712
7749,R.P.IMPORTS INC,19586,Ch Godeau St Emilion 10 Cru,28.76,41.99,750.0,1.0,28.760000228881836,3.0,125.97000503540039,83.9800033569336,0.32999999821186066,91.49999899789691,97.21000480651855,77.16916799296814,3.0,4.380041864843128
9815,WINE GROUP INC,27901,Franzia Chard,4.79,6.99,1500.0,6.0,28.739999771118164,0.0,0.0,0.0,0.0,27100.410036087036,-28.739999771118164,,0.0,0.0
11567,CAMPARI AMERICA,3371,Skyy Infusions Georgia Peach,0.71,0.99,50.0,40.0,28.399999618530273,218.0,215.81999897956848,81.18000078201294,11.27999983355403,20964.810007333755,187.4199993610382,86.84088603798999,5.45,7.59929584079119
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,28.38,43.99,750.0,1.0,28.3799991607666,73.0,3211.2701148986816,2463.4400939941406,8.049999967217445,19016.589984714985,3182.890115737915,99.11623755880585,73.0,113.15257962861541
2450,DJINN SPIRITS LLC,2150,Beat 3 Single Malt Whiskey,28.34,35.99,750.0,1.0,28.34000015258789,1.0,36.9900016784668,36.9900016784668,0.7900000214576721,251.27999836206436,8.650001525878906,23.38470163118263,1.0,1.305222352833651
98450,Serralles Usa LLC,262,Don Q Cristal Rum,9.37,11.99,1000.0,3.0,28.109999656677246,4.0,47.96000099182129,23.979999542236328,4.200000047683716,856.0199973583221,19.850001335144043,41.38865914229047,1.3333333333333333,1.7061544495760559
9165,ULTRA BEVERAGE COMPANY LLP,22624,A Bichot Merc Champs M,28.1,42.99,750.0,1.0,28.100000381469727,12.0,515.880012512207,257.9400100708008,1.3400000035762787,68054.7001876831,487.7800121307373,94.55299687913285,12.0,18.358719057256636
10754,PERFECTA WINES,23747,Ch Cantemerie 12 Haut-Medoc,27.88,40.99,750.0,1.0,27.8799991607666,53.0,2172.4700813293457,1680.5900688171387,5.859999969601631,28720.519941329956,2144.590082168579,98.71666821097455,53.0,77.92217169025231
3252,E & J GALLO WINERY,14626,Carlo Rossi Sweet Red,4.63,6.99,1500.0,6.0,27.780000686645508,6.0,41.939998626708984,27.959999084472656,1.3399999737739563,61966.90998840332,14.159997940063477,33.762514076588104,1.0,1.5097191357115594
3960,DIAGEO NORTH AMERICA INC,1761,Bulleit 95 Rye,27.77,34.99,1000.0,1.0,27.770000457763672,1.0,34.9900016784668,34.9900016784668,1.0499999523162842,257032.06952285767,7.220001220703125,20.63446948945529,1.0,1.259992837655306
9815,WINE GROUP INC,19255,Yosemite Road Red,2.28,3.49,750.0,12.0,27.360000610351562,15.0,52.35000038146973,24.430000066757202,1.6699999868869781,27100.410036087036,24.989999771118164,47.73638889974841,1.25,1.913377164241118
3252,E & J GALLO WINERY,24816,Looking Glass Wh Znfdl,2.27,3.29,750.0,12.0,27.239999771118164,12.0,39.47999954223633,3.2899999618530273,1.350000023841858,61966.90998840332,12.239999771118164,31.003039293411387,1.0,1.4493392024215765
3252,E & J GALLO WINERY,24813,Looking Glass Cab Svgn,2.27,3.29,750.0,12.0,27.239999771118164,12.0,39.47999954223633,3.2899999618530273,1.350000023841858,61966.90998840332,12.239999771118164,31.003039293411387,1.0,1.4493392024215765
9744,FREDERICK WILDMAN & SONS,24388,Steph Avrn Chn Vielles Vig,13.6,19.99,750.0,2.0,27.200000762939453,50.0,999.4999923706055,819.5899906158447,5.5299999713897705,3999.929975271225,972.299991607666,97.278639222555,25.0,36.74632221821274
17035,PERNOD RICARD USA,8063,Absolut Pears,1.59,1.99,50.0,17.0,27.02999997138977,376.0,748.2399985790253,477.60000228881836,19.04000011458993,123780.22020339966,721.2099986076355,96.38752271694615,22.11764705882353,27.681834974880093
90024,VINILANDIA USA,45992,Casa Liliana Good Chard,6.75,10.99,750.0,4.0,27.0,53.0,582.4699935913086,373.6599922180176,5.879999965429306,2802.6399850845337,555.4699935913086,95.36456808126246,13.25,21.57296272560402
9165,ULTRA BEVERAGE COMPANY LLP,2345,Prichard's Single Malt,26.71,49.99,750.0,1.0,26.709999084472656,1.0,34.9900016784668,34.9900016784668,0.7900000214576721,68054.7001876831,8.28000259399414,23.663910250938166,1.0,1.309996363826443
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,26.14,39.99,750.0,1.0,26.139999389648438,28.0,1119.7200469970703,839.7900352478027,3.0799999833106995,9139.379997327924,1093.5800476074219,97.66548795301539,28.0,42.83550394574549
7153,PINE STATE TRADING CO,23945,Ch Haut Piquat 09,13.01,18.99,750.0,2.0,26.020000457763672,33.0,626.6699905395508,436.7699947357178,3.6399999856948853,15884.819953918457,600.6499900817871,95.84789429036469,16.5,24.084165238843
90024,VINILANDIA USA,45993,Casa Liliana Good Merlot,6.49,10.99,750.0,4.0,25.959999084472656,13.0,142.86999702453613,98.90999794006348,1.439999982714653,2802.6399850845337,116.90999794006348,81.82963559520873,3.25,5.503466951583614
4425,MARTIGNETTI COMPANIES,19304,Dalton Canaan Red,6.45,15.99,750.0,4.0,25.799999237060547,11.0,109.8899974822998,59.939998626708984,1.229999989271164,144929.24016594887,84.08999824523926,76.5219766783449,2.75,4.259302353949209
9165,ULTRA BEVERAGE COMPANY LLP,9031,Tempus Fugit de Violettes,25.77,32.99,750.0,1.0,25.770000457763672,1.0,32.9900016784668,32.9900016784668,0.7900000214576721,68054.7001876831,7.220001220703125,21.88542241092324,1.0,1.2801707835642653
12546,JIM BEAM BRANDS COMPANY,1035,Pinnacle Vodka Gift Pak,8.59,12.99,750.0,3.0,25.770000457763672,76.0,857.2399826049805,734.3499851226807,59.930001735687256,123880.96989059448,831.4699821472168,96.99384058365385,25.333333333333332,33.26503559865951
17037,Dunn Wine Brokers,11881,R Stemmler Carneros Pnt Nr E,25.51,36.99,750.0,1.0,25.510000228881836,2.0,73.9800033569336,73.9800033569336,0.2199999988079071,358.03000271320343,48.47000312805176,65.51770874380344,2.0,2.900039305886604
653,STATE WINE & SPIRITS,19945,Cocchi Americano Rossa,12.74,18.99,750.0,2.0,25.479999542236328,1.0,18.989999771118164,18.989999771118164,0.10999999940395355,8014.9800016880035,-6.489999771118164,-34.17588124981858,0.5,0.7452904282686439
9815,WINE GROUP INC,20997,Grape & Vine Pnt Grigio,2.12,3.29,750.0,12.0,25.440000534057617,12.0,39.47999954223633,3.2899999618530273,1.350000023841858,27100.410036087036,14.039999008178711,35.56230793052188,1.0,1.5518867418804794
4425,MARTIGNETTI COMPANIES,34021,Chanrion Cote de Brouilly,12.66,18.99,750.0,2.0,25.31999969482422,20.0,379.7999973297119,303.8399963378906,2.209999993443489,144929.24016594887,354.4799976348877,93.3333333668132,10.0,15.000000075329726
6359,OLE SMOKY DISTILLERY LLC,2108,Ole Smoky Strawberry Lightin,12.59,15.99,750.0,2.0,25.18000030517578,9.0,143.90999794006348,127.91999816894531,7.100000202655792,1922.0000041723251,118.7299976348877,82.50295277214659,4.5,5.715250047494344
7153,PINE STATE TRADING CO,23948,Ch La Croix Lartigue 09,25.15,38.99,750.0,1.0,25.149999618530273,101.0,3937.9901580810547,3236.170139312744,11.14999994635582,15884.819953918457,3912.8401584625244,99.36134935312317,101.0,156.58012794479654
653,STATE WINE & SPIRITS,17196,Cocchi Vermouth di Torino Sw,12.33,18.99,750.0,2.0,24.65999984741211,2.0,37.97999954223633,37.97999954223633,0.2199999988079071,8014.9800016880035,13.319999694824219,35.07108966657959,1.0,1.540145976368368
9815,WINE GROUP INC,23563,Flip Flop Pnt Grigio,4.1,5.99,1000.0,6.0,24.600000381469727,6.0,35.939998626708984,5.989999771118164,0.8999999761581421,27100.410036087036,11.339998245239258,31.55258396924891,1.0,1.4609755312760588
3252,E & J GALLO WINERY,23065,Liberty Crk Pnt Grigio,2.03,2.99,500.0,12.0,24.360000610351562,12.0,35.880001068115234,2.990000009536743,0.8999999761581421,61966.90998840332,11.520000457763672,32.10702373139259,1.0,1.4729064108836003
17035,PERNOD RICARD USA,18874,Jacobs Crk Sweet Red,4.05,8.99,750.0,6.0,24.299999237060547,6.0,41.939998626708984,6.989999771118164,0.6800000071525574,123780.22020339966,17.639999389648438,42.060085758835996,1.0,1.7259259236002455
4425,MARTIGNETTI COMPANIES,12149,Hobbs Crossbarn Pnt Nr RRV,23.99,35.99,750.0,1.0,23.989999771118164,76.0,2735.2401123046875,1763.510082244873,8.429999947547913,144929.24016594887,2711.2501125335693,99.12292892813332,76.0,114.01584570241116
480,BACARDI USA INC,5181,Leblon Cedilla Acai Liqueur,23.99,29.99,750.0,1.0,23.989999771118164,3.0,89.96999931335449,89.96999931335449,2.3700000643730164,89286.26965904236,65.97999954223633,73.33555634743985,3.0,3.750312637421131
9165,ULTRA BEVERAGE COMPANY LLP,20376,Duval-Leroy Prestige Rose,11.99,25.99,375.0,2.0,23.979999542236328,22.0,395.7799949645996,179.89999771118164,1.239999994635582,68054.7001876831,371.7999954223633,93.94107841545119,11.0,16.504587261042538
10754,PERFECTA WINES,23137,Circadia Cab Svgn Napa Vly,23.97,34.99,750.0,1.0,23.969999313354492,1.0,74.98999786376953,74.98999786376953,0.10999999940395355,28720.519941329956,51.01999855041504,68.03573810350075,1.0,3.1284939512697476
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,23.97,34.99,750.0,1.0,23.969999313354492,78.0,2729.220127105713,2379.320114135742,8.589999958872795,144929.24016594887,2705.2501277923584,99.1217271529221,78.0,113.85983334530897
1392,CONSTELLATION BRANDS INC,18419,Mark West Pnt Nr Santa Lucia,7.94,14.99,750.0,3.0,23.820000171661377,28.0,409.71999740600586,190.87999725341797,3.1299999952316284,79528.99032592773,385.8999972343445,94.18627347396537,9.333333333333334,17.200671471591725
4692,KOBRAND CORPORATION,22554,Jadot Pernand Croix Blanc 12,23.64,34.99,750.0,1.0,23.639999389648438,3.0,104.97000503540039,69.9800033569336,0.32999999821186066,9139.379997327924,81.33000564575195,77.47928145599687,3.0,4.440355657596379
8663,STAR INDUSTRIES INC.,3991,Georgi Watermelon Vodka,7.87,9.99,1000.0,3.0,23.610000610351562,10.0,99.89999961853027,59.939998626708984,10.499999761581421,12.43999993801117,76.28999900817871,76.36636566515843,3.3333333333333335,4.231257816009125
4692,KOBRAND CORPORATION,22543,Jadot Santenay Clos Rous 12,23.48,34.99,750.0,1.0,23.479999542236328,4.0,139.9600067138672,104.97000503540039,0.4399999976158142,9139.379997327924,116.48000717163086,83.22377935417038,4.0,5.9608181193574605
90047,CRUSH WINES,15589,Right Hand Man Syrah,11.68,17.99,750.0,2.0,23.360000610351562,2.0,37.97999954223633,37.97999954223633,0.2199999988079071,1457.7299935817719,14.619998931884766,38.49394183279633,1.0,1.6258561023070426
9815,WINE GROUP INC,46664,Oak Leaf Pnt Grigio Cal,1.94,2.99,750.0,12.0,23.280000686645508,24.0,71.76000213623047,5.980000019073486,2.700000047683716,27100.410036087036,48.48000144958496,67.55852843698312,2.0,3.082474227648771
9815,WINE GROUP INC,18738,Oak Leaf Moscato,1.94,2.99,750.0,12.0,23.280000686645508,12.0,35.880001068115234,2.990000009536743,1.350000023841858,27100.410036087036,12.600000381469727,35.117056873966256,1.0,1.5412371138243854
12546,JIM BEAM BRANDS COMPANY,189,Leroux Apple Schnapps,5.76,7.49,1000.0,4.0,23.040000915527344,4.0,29.959999084472656,14.979999542236328,4.199999809265137,123880.96989059448,6.9199981689453125,23.09745787853423,1.0,1.30034713081464
4692,KOBRAND CORPORATION,22533,Jadot Marsannay Clos Roy 12,23.02,34.99,750.0,1.0,23.020000457763672,10.0,349.90001678466797,314.9100151062012,1.0999999940395355,9139.379997327924,326.8800163269043,93.42097760688866,10.0,15.19982666493221
653,STATE WINE & SPIRITS,8058,Batavia Arrack Rum,23.01,31.99,750.0,1.0,23.010000228881836,1.0,31.989999771118164,31.989999771118164,0.7900000214576721,8014.9800016880035,8.979999542236328,28.071271042470674,1.0,1.3902650783534003
3960,DIAGEO NORTH AMERICA INC,241,Capt Morgan ParrotBayPassion,11.19,14.99,1000.0,2.0,22.3799991607666,2.0,29.979999542236328,14.989999771118164,2.0999999046325684,257032.06952285767,7.600000381469727,25.350235148478635,1.0,1.3395889484568415
4425,MARTIGNETTI COMPANIES,14217,Chevalier L'Aujardiere Chard,11.18,16.99,750.0,2.0,22.360000610351562,21.0,356.78999519348145,271.8399963378906,2.3199999779462814,144929.24016594887,334.4299945831299,93.73300795661994,10.5,15.956618311911205
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,22.21,29.99,750.0,1.0,22.209999084472656,159.0,4768.409963607788,4348.549966812134,125.5100035071373,28720.519941329956,4746.199964523315,99.53422630910559,159.0,214.69654030474297
4425,MARTIGNETTI COMPANIES,37940,Staglin Salus Rthfd Chard,22.06,49.99,750.0,1.0,22.059999465942383,9.0,287.9099979400635,191.93999862670898,0.9999999850988388,144929.24016594887,265.8499984741211,92.33788349700353,9.0,13.051224157305946
9165,ULTRA BEVERAGE COMPANY LLP,12354,Mercer Pnt Gris,3.65,14.99,750.0,6.0,21.899999618530273,17.0,89.93000030517578,15.869999885559082,1.9200000166893005,68054.7001876831,68.03000068664551,75.64772651594237,2.8333333333333335,4.106392779526955
653,STATE WINE & SPIRITS,20333,Mommy's Time Out Delicious R,7.18,10.99,750.0,3.0,21.540000915527344,6.0,65.94000053405762,43.959999084472656,0.6700000017881393,8014.9800016880035,44.39999961853027,67.33393882154724,2.0,3.0612812317256703
90011,FORTUNE WINE BROKERS LLC,17358,Ch de Bonhoste Red Brdx 09,10.73,16.99,750.0,2.0,21.459999084472656,6.0,101.93999862670898,101.93999862670898,0.6599999964237213,238.60999754071236,80.47999954223633,78.94840163471419,3.0,4.750233130273872
7245,PROXIMO SPIRITS INC.,957,Hangar One Blueberry Vodka,21.37,27.99,750.0,1.0,21.3700008392334,6.0,167.93999862670898,167.93999862670898,4.740000128746033,38994.7800655365,146.5699977874756,87.27521673574985,6.0,7.858680020189155
2555,DISARONNO INTERNATIONAL LLC,5831,DiSaronno Amaretto,5.34,6.99,200.0,4.0,21.360000610351562,684.0,4781.1598777771,2320.6799240112305,143.63999612629414,5861.029975891113,4759.799877166748,99.55324646829668,171.0,223.83706653360468
7749,R.P.IMPORTS INC,19612,Ch Petit Bocq Cru Borgeos 10,21.19,31.99,750.0,1.0,21.190000534057617,10.0,319.8999996185303,191.93999862670898,1.1099999994039536,91.49999899789691,298.70999908447266,93.37605484234886,10.0,15.096743348560619
12546,JIM BEAM BRANDS COMPANY,3170,Pinnacle Orange Whipped,7.03,12.99,750.0,3.0,21.09000015258789,11.0,104.3899974822998,56.939998626708984,8.659999907016754,123880.96989059448,83.29999732971191,79.79691477992048,3.6666666666666665,4.949739057706475
98450,Serralles Usa LLC,267,Don Q Coco Coconut Rum,10.39,12.99,1000.0,2.0,20.780000686645508,6.0,77.93999862670898,25.979999542236328,6.299999713897705,856.0199973583221,57.15999794006348,73.33846413550683,3.0,3.7507216579062947
4425,MARTIGNETTI COMPANIES,25130,Stratus Cab Franc VQA,20.68,29.99,750.0,1.0,20.68000030517578,74.0,2219.2599868774414,1649.449987411499,8.189999967813492,144929.24016594887,2198.5799865722656,99.06815783515869,74.0,107.31431112803253
4425,MARTIGNETTI COMPANIES,25018,L'Enclos de Viaud Lalande Po,20.68,29.99,750.0,1.0,20.68000030517578,105.0,3148.949981689453,2369.209981918335,11.589999943971634,144929.24016594887,3128.2699813842773,99.34327314103348,105.0,152.2703063452729
17035,PERNOD RICARD USA,29361,Brancott Estate 'B' Svgn Bl,6.81,10.49,750.0,3.0,20.43000030517578,3.0,31.469999313354492,20.979999542236328,0.32999999821186066,123780.22020339966,11.039999008178711,35.08102716574836,1.0,1.5403817348637932
10754,PERFECTA WINES,22075,Kesselstatt Piesporter Gold,20.4,29.99,750.0,1.0,20.399999618530273,31.0,929.6899871826172,539.819995880127,3.4500000178813934,28720.519941329956,909.2899875640869,97.80572019707864,31.0,45.573039439576085
12546,JIM BEAM BRANDS COMPANY,2396,Auchentoshan Classic Scotch,20.15,29.99,750.0,1.0,20.149999618530273,12.0,359.8799991607666,299.89999771118164,9.470000088214874,123880.96989059448,339.7299995422363,94.40091150785827,12.0,17.8600499242598
7245,PROXIMO SPIRITS INC.,928,Hangar One Citron,20.14,27.99,750.0,1.0,20.139999389648438,1.0,27.989999771118164,27.989999771118164,0.7900000214576721,38994.7800655365,7.850000381469727,28.045732210294084,1.0,1.3897716295614424
4425,MARTIGNETTI COMPANIES,27033,Penfolds B28 Shiraz/Kalimna,19.73,29.99,750.0,1.0,19.729999542236328,27.0,890.7300453186035,725.7800369262695,2.969999983906746,144929.24016594887,871.0000457763672,97.78496305969121,27.0,45.14597394753119
7153,PINE STATE TRADING CO,5818,Tomahawk Maple Cream Liqueur,0.78,0.99,50.0,25.0,19.499999284744263,113.0,111.87000107765198,62.37000060081482,5.769999988377094,15884.819953918457,92.37000179290771,82.56905417279044,4.52,5.736923342616375
3960,DIAGEO NORTH AMERICA INC,5104,Nuvo Lemon Sorbet Liqueur,18.93,24.99,750.0,1.0,18.93000030517578,5.0,124.94999885559082,124.94999885559082,3.9500001072883606,257032.06952285767,106.01999855041504,84.84993959299362,5.0,6.600633747556115
1601,VRANKEN AMERICA,24154,Ch La Gordonne Chapelle Rose,18.91,27.99,1500.0,1.0,18.90999984741211,6.0,167.93999862670898,167.93999862670898,1.3199999928474426,1048.9700064659119,149.02999877929688,88.74002619861598,6.0,8.881015334841056
9165,ULTRA BEVERAGE COMPANY LLP,16238,C'est La Vie Syrah-Grenache,9.45,13.99,750.0,2.0,18.899999618530273,2.0,27.979999542236328,13.989999771118164,0.2199999988079071,68054.7001876831,9.079999923706055,32.45175150914362,1.0,1.4804232860832272
9165,ULTRA BEVERAGE COMPANY LLP,11341,Herzog Kosher Wh Znfdl,4.69,9.99,750.0,4.0,18.760000228881836,14.0,97.8599967956543,34.94999885559082,1.5699999779462814,68054.7001876831,79.09999656677246,80.82975593382105,3.5,5.21641767599739
7153,PINE STATE TRADING CO,22097,Hacienda Haro Lopez Cri Rsva,9.33,14.99,750.0,2.0,18.65999984741211,12.0,179.88000106811523,44.96999931335449,1.3499999940395355,15884.819953918457,161.22000122070312,89.62641775816638,6.0,9.639871518705407
9165,ULTRA BEVERAGE COMPANY LLP,19832,Altadonna Vermentino,6.2,8.99,750.0,3.0,18.600000381469727,59.0,530.4099884033203,251.7199935913086,6.5899999886751175,68054.7001876831,511.8099880218506,96.49327863574726,19.666666666666668,28.516665458337407
9165,ULTRA BEVERAGE COMPANY LLP,3907,St George Calif Citrus Vodka,18.51,24.99,750.0,1.0,18.510000228881836,1.0,24.989999771118164,24.989999771118164,0.7900000214576721,68054.7001876831,6.479999542236328,25.93037055456677,1.0,1.350081008217674
4425,MARTIGNETTI COMPANIES,19396,La Petite Maison Ventoux Bl,4.6,11.99,750.0,4.0,18.399999618530273,23.0,160.76999473571777,97.8599967956543,2.5399999916553497,144929.24016594887,142.3699951171875,88.55507854635614,5.75,8.737499895043992
9165,ULTRA BEVERAGE COMPANY LLP,797,Creme Yvette Liqueur,18.31,23.99,750.0,1.0,18.309999465942383,2.0,47.97999954223633,47.97999954223633,1.5800000429153442,68054.7001876831,29.670000076293945,61.83826669313686,2.0,2.6204260481537314
10754,PERFECTA WINES,17385,Ch La Fleur Patris-Querre 09,17.8,36.49,750.0,1.0,17.799999237060547,19.0,493.8099994659424,311.87999725341797,2.1099999994039536,28720.519941329956,476.01000022888184,96.39537488987439,19.0,27.742135990534408
9552,M S WALKER INC,401,S S Pierce Ninety Nine Bl W,5.9,7.49,1000.0,3.0,17.700000762939453,9.0,67.40999794006348,14.979999542236328,9.450000286102295,55551.819732666016,49.70999717712402,73.74276620112475,3.0,3.808474295730406
9552,M S WALKER INC,18668,G Bertrand T Jeffrsn Cremant,8.78,18.99,750.0,2.0,17.559999465942383,23.0,298.7700004577637,155.87999725341797,2.560000002384186,55551.819732666016,281.2100009918213,94.12256938814552,11.5,17.014237445577834
4425,MARTIGNETTI COMPANIES,24994,Couvent des Thorins Moulin,17.44,25.99,750.0,1.0,17.440000534057617,25.0,649.7499942779541,649.7499942779541,2.749999985098839,144929.24016594887,632.3099937438965,97.31589062137076,25.0,37.256305870466754
653,STATE WINE & SPIRITS,9373,Rothman & Winter Pear Liquer,17.31,21.99,750.0,1.0,17.309999465942383,1.0,21.989999771118164,21.989999771118164,0.7900000214576721,8014.9800016880035,4.680000305175781,21.282402700715487,1.0,1.2703639774445825
4425,MARTIGNETTI COMPANIES,25184,Riglos Gran Cab Svgn,17.23,24.99,750.0,1.0,17.229999542236328,74.0,1849.2599773406982,1424.4299869537354,8.169999971985817,144929.24016594887,1832.029977798462,99.06827597236956,74.0,107.32791796120256
17031,FLAG HILL WINERY & VINEYARD,37398,Flag Hill Heritage Rd NH,8.61,12.49,375.0,2.0,17.219999313354492,4.0,49.959999084472656,37.46999931335449,0.22999999672174454,1573.3100071512163,32.739999771118164,65.53242668351771,2.0,2.9012776467260117
201359,FLAVOR ESSENCE INC,90609,Flavor Essence Variety 5 Pak,17.0,24.99,162.5,1.0,17.0,59.0,1474.4099864959717,1324.4699878692627,1.239999983459711,0.09000000357627869,1457.4099864959717,98.84699641512863,59.0,86.7299992056454
4425,MARTIGNETTI COMPANIES,25154,Vina Cobos Cocodrilo Corte,17.0,24.99,750.0,1.0,17.0,75.0,1874.2499885559082,1624.3499851226807,8.27999997138977,144929.24016594887,1857.2499885559082,99.09297051600366,75.0,110.24999932681813
90024,VINILANDIA USA,22592,Brandborg Benchlands Pnt Nr,16.89,24.99,750.0,1.0,16.889999389648438,1.0,24.989999771118164,24.989999771118164,0.10999999940395355,2802.6399850845337,8.100000381469727,32.41296700943225,1.0,1.4795737521715995
8004,SAZERAC CO INC,4424,Barbarossa Spiced Rum,8.39,11.99,1750.0,2.0,16.780000686645508,86.0,945.1400051116943,417.61999130249023,158.07000291347504,50293.61984348297,928.3600044250488,98.22460158326888,43.0,56.32538536568066
90024,VINILANDIA USA,44917,Ferreira 10-Yr Tawny Port,16.55,24.99,750.0,1.0,16.549999237060547,1.0,24.989999771118164,24.989999771118164,0.10999999940395355,2802.6399850845337,8.440000534057617,33.77351185017628,1.0,1.5099698442981107
1650,Circa Wines,22225,Gifft Chardonnay,8.05,13.99,750.0,2.0,16.100000381469727,20.0,279.79999923706055,153.8899974822998,2.219999998807907,211.97000187262893,263.6999988555908,94.24588976934592,10.0,17.37888152841884
7245,PROXIMO SPIRITS INC.,3152,Three Olives Jacked Apple,7.91,10.99,750.0,2.0,15.819999694824219,61.0,670.3899879455566,527.5199890136719,48.07000124454498,38994.7800655365,654.5699882507324,97.64017960004065,30.5,42.37610625017181
3960,DIAGEO NORTH AMERICA INC,5361,Grind Espresso Shot,0.79,0.99,50.0,20.0,15.800000190734863,296.0,293.0400002002716,100.9800009727478,15.319999851286411,257032.06952285767,277.24000000953674,94.60824454684115,14.8,18.54683523181921
9165,ULTRA BEVERAGE COMPANY LLP,17864,Mermelada Sassy Red,7.89,11.99,750.0,2.0,15.779999732971191,2.0,23.979999542236328,11.989999771118164,0.2199999988079071,68054.7001876831,8.199999809265137,34.19516249290312,1.0,1.5196451171118728
6213,MHW LTD,917,Douce Provence Pear Liqueur,15.71,21.99,750.0,1.0,15.710000038146973,1.0,21.989999771118164,21.989999771118164,0.7900000214576721,9621.58002614975,6.279999732971191,28.558434735499137,1.0,1.3997453671369902
9165,ULTRA BEVERAGE COMPANY LLP,17100,Z-52 Znfdl Lodi Old Vines,5.19,7.99,750.0,3.0,15.570000171661377,214.0,1709.8599586486816,966.7899723052979,23.769999906420708,68054.7001876831,1694.2899584770203,99.08939910003119,71.33333333333333,109.81759407817869
10754,PERFECTA WINES,902,Creta Olympia Red,0.64,0.99,375.0,24.0,15.359999656677246,24.0,23.759999752044678,7.920000076293945,1.339999981224537,28720.519941329956,8.400000095367432,35.35353612385693,1.0,1.5468750184324265
12546,JIM BEAM BRANDS COMPANY,3250,Pinnacle Cake Vodka,7.41,12.99,750.0,2.0,14.819999694824219,9.0,85.40999794006348,37.959999084472656,7.089999854564667,123880.96989059448,70.58999824523926,82.64840176530134,4.5,5.763157874415633
17035,PERNOD RICARD USA,3196,Absolut Orient Apple Vodka,14.81,19.99,750.0,1.0,14.8100004196167,6.0,119.93999862670898,119.93999862670898,4.740000128746033,123780.22020339966,105.12999820709229,87.65215892180382,6.0,8.098581716975614
9552,M S WALKER INC,19137,Gordon Est Cab Svgn Columbia,14.76,21.99,750.0,1.0,14.760000228881836,6.0,131.93999862670898,131.93999862670898,0.6599999964237213,55551.819732666016,117.17999839782715,88.81309657229758,6.0,8.939024158585957
